╔══════════════════════════════════════════╗
║      IoT Monitoring Server               ║
║      Protocolo pipe-separated text       ║
╚══════════════════════════════════════════╝
  Puerto   : 9000
  Logs     : logs/server.log
  Auth     : localhost:5000
  HTTP API : http://localhost:9000/

[2026-04-03 15:51:09] IP=SERVER             PORT=9000   RX=SERVER_START                                            TX=9000
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36668  RX=CONNECTED                                               TX=-
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36676  RX=CONNECTED                                               TX=-
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36682  RX=CONNECTED                                               TX=-
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36680  RX=CONNECTED                                               TX=-
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36688  RX=CONNECTED                                               TX=-
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36696  RX=CONNECTED                                               TX=-
[2026-04-03 15:52:01] IP=127.0.0.1          PORT=36682  RX=HEARTBEAT|sensor-02|2026-04-03T20:52:01Z                TX=OK HEARTBEAT

[2026-04-03 15:52:02] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|CRITICAL|state|2026-04-03T20:52:02Z TX=OK DATA

[2026-04-03 15:52:03] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.68|Hz|2026-04-03T20:52:03Z   TX=OK DATA

[2026-04-03 15:52:03] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|46.75|%|2026-04-03T20:52:03Z    TX=OK DATA

[2026-04-03 15:52:03] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|21.17|C|2026-04-03T20:52:03Z TX=OK DATA

[2026-04-03 15:52:03] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|49.81|C|2026-04-03T20:52:03Z TX=OK DATA

[2026-04-03 15:52:04] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.07|Hz|2026-04-03T20:52:04Z   TX=OK DATA

[2026-04-03 15:52:04] IP=127.0.0.1          PORT=36668  RX=HEARTBEAT|sensor-03|2026-04-03T20:52:04Z                TX=OK HEARTBEAT

[2026-04-03 15:52:04] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|280.4|W|2026-04-03T20:52:04Z      TX=OK DATA

[2026-04-03 15:52:05] IP=127.0.0.1          PORT=46476  RX=CONNECTED                                               TX=-
[2026-04-03 15:52:05] IP=127.0.0.1          PORT=46476  RX=AUTH_OPERATOR|OP-001|admin|admin                        TX=OK AUTH_OPERATOR|OP-001|admin

[2026-04-03 15:52:05] IP=127.0.0.1          PORT=46476  RX=LIST_SENSORS                                            TX=SENSORS|sensor-01,temperature,plant-a,21.17,C|sensor-02,temperature,boiler-room,49.81,C|sensor-03,vibration,motor-room,2.07,Hz|sensor-04,energy,substation,280.40,W|sensor-05,humidity,warehouse,46.75,%|sensor-06,operational,assembly-line,-1.00,state

[2026-04-03 15:52:05] IP=127.0.0.1          PORT=46476  RX=LIST_ALERTS                                             TX=ALERTS|sensor-04,energy,1475.66|sensor-06,operational,-1.00|sensor-02,temperature,88.65|sensor-02,temperature,101.27|sensor-03,vibration,9.74|sensor-02,temperature,85.50|sensor-03,vibration,11.44|sensor-02,temperature,100.54|sensor-05,humidity,91.85|sensor-02,temperature,88.91|sensor-04,energy,1126.89|sensor-01,temperature,82.16|sensor-06,operational,-1.00

[2026-04-03 15:52:05] IP=127.0.0.1          PORT=46476  RX=STATUS                                                  TX=STATUS|sensors=6|operators=1|alerts=13

[2026-04-03 15:52:05] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|23.47|C|2026-04-03T20:52:05Z TX=OK DATA

[2026-04-03 15:52:05] IP=127.0.0.1          PORT=36676  RX=HEARTBEAT|sensor-01|2026-04-03T20:52:05Z                TX=OK HEARTBEAT

[2026-04-03 15:52:06] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|65.31|C|2026-04-03T20:52:06Z TX=OK DATA

[2026-04-03 15:52:06] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|OK|state|2026-04-03T20:52:06Z TX=OK DATA

[2026-04-03 15:52:06] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.8|Hz|2026-04-03T20:52:06Z    TX=OK DATA

[2026-04-03 15:52:07] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|346.28|W|2026-04-03T20:52:07Z     TX=OK DATA

[2026-04-03 15:52:07] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|82.33|%|2026-04-03T20:52:07Z    TX=OK DATA

[2026-04-03 15:52:07] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|46.09|C|2026-04-03T20:52:07Z TX=OK DATA

[2026-04-03 15:52:08] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|25.2|C|2026-04-03T20:52:08Z  TX=OK DATA

[2026-04-03 15:52:09] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.64|Hz|2026-04-03T20:52:09Z   TX=OK DATA

[2026-04-03 15:52:09] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|CRITICAL|state|2026-04-03T20:52:09Z TX=OK DATA

[2026-04-03 15:52:09] IP=127.0.0.1          PORT=36696  RX=HEARTBEAT|sensor-06|2026-04-03T20:52:09Z                TX=OK HEARTBEAT

[2026-04-03 15:52:09] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|59.38|C|2026-04-03T20:52:09Z TX=OK DATA

[2026-04-03 15:52:09] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|22.58|C|2026-04-03T20:52:09Z TX=OK DATA

[2026-04-03 15:52:10] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|363.7|W|2026-04-03T20:52:10Z      TX=OK DATA

[2026-04-03 15:52:10] IP=127.0.0.1          PORT=36680  RX=HEARTBEAT|sensor-04|2026-04-03T20:52:10Z                TX=OK HEARTBEAT

[2026-04-03 15:52:10] IP=127.0.0.1          PORT=36668  RX=-                                                       TX=ALERT|HIGH_VIBRATION|sensor-03|11.49|Hz|threshold=7.5

[2026-04-03 15:52:10] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|11.49|Hz|2026-04-03T20:52:10Z  TX=OK DATA

[2026-04-03 15:52:10] IP=127.0.0.1          PORT=46476  RX=LIST_SENSORS                                            TX=SENSORS|sensor-01,temperature,plant-a,22.58,C|sensor-02,temperature,boiler-room,59.38,C|sensor-03,vibration,motor-room,11.49,Hz|sensor-04,energy,substation,363.70,W|sensor-05,humidity,warehouse,82.33,%|sensor-06,operational,assembly-line,-1.00,state

[2026-04-03 15:52:10] IP=127.0.0.1          PORT=46476  RX=STATUS                                                  TX=STATUS|sensors=6|operators=1|alerts=15

[2026-04-03 15:52:11] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|57.36|%|2026-04-03T20:52:11Z    TX=OK DATA

[2026-04-03 15:52:11] IP=127.0.0.1          PORT=46476  RX=QUIT|OP-001                                             TX=OK BYE

[2026-04-03 15:52:11] IP=127.0.0.1          PORT=46476  RX=DISCONNECTED                                            TX=-
[2026-04-03 15:52:12] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|60.9|C|2026-04-03T20:52:12Z  TX=OK DATA

[2026-04-03 15:52:12] IP=127.0.0.1          PORT=36682  RX=HEARTBEAT|sensor-02|2026-04-03T20:52:12Z                TX=OK HEARTBEAT

[2026-04-03 15:52:12] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|24.25|C|2026-04-03T20:52:12Z TX=OK DATA

[2026-04-03 15:52:12] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.52|Hz|2026-04-03T20:52:12Z   TX=OK DATA

[2026-04-03 15:52:12] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|OK|state|2026-04-03T20:52:12Z TX=OK DATA

[2026-04-03 15:52:13] IP=127.0.0.1          PORT=36680  RX=-                                                       TX=ALERT|HIGH_ENERGY|sensor-04|1061.57|W|threshold=800.0

[2026-04-03 15:52:13] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|1061.57|W|2026-04-03T20:52:13Z    TX=OK DATA

[2026-04-03 15:52:14] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|55.99|%|2026-04-03T20:52:14Z    TX=OK DATA

[2026-04-03 15:52:14] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|50.04|C|2026-04-03T20:52:14Z TX=OK DATA

[2026-04-03 15:52:15] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|0.24|Hz|2026-04-03T20:52:15Z   TX=OK DATA

[2026-04-03 15:52:15] IP=127.0.0.1          PORT=36668  RX=HEARTBEAT|sensor-03|2026-04-03T20:52:15Z                TX=OK HEARTBEAT

[2026-04-03 15:52:15] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|23.82|C|2026-04-03T20:52:15Z TX=OK DATA

[2026-04-03 15:52:16] IP=127.0.0.1          PORT=36682  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-02|105.45|C|threshold=80.0

[2026-04-03 15:52:16] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|105.45|C|2026-04-03T20:52:16Z TX=OK DATA

[2026-04-03 15:52:16] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|501.14|W|2026-04-03T20:52:16Z     TX=OK DATA

[2026-04-03 15:52:17] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|56.6|%|2026-04-03T20:52:17Z     TX=OK DATA

[2026-04-03 15:52:17] IP=127.0.0.1          PORT=36688  RX=HEARTBEAT|sensor-05|2026-04-03T20:52:17Z                TX=OK HEARTBEAT

[2026-04-03 15:52:17] IP=127.0.0.1          PORT=36676  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-01|90.36|C|threshold=80.0

[2026-04-03 15:52:17] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|90.36|C|2026-04-03T20:52:17Z TX=OK DATA

[2026-04-03 15:52:17] IP=127.0.0.1          PORT=36676  RX=HEARTBEAT|sensor-01|2026-04-03T20:52:17Z                TX=OK HEARTBEAT

[2026-04-03 15:52:17] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.57|Hz|2026-04-03T20:52:17Z   TX=OK DATA

[2026-04-03 15:52:17] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|WARNING|state|2026-04-03T20:52:17Z TX=OK DATA

[2026-04-03 15:52:18] IP=127.0.0.1          PORT=36682  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-02|91.39|C|threshold=80.0

[2026-04-03 15:52:18] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|91.39|C|2026-04-03T20:52:18Z TX=OK DATA

[2026-04-03 15:52:18] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|519.07|W|2026-04-03T20:52:18Z     TX=OK DATA

[2026-04-03 15:52:19] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.76|Hz|2026-04-03T20:52:19Z   TX=OK DATA

[2026-04-03 15:52:19] IP=127.0.0.1          PORT=36676  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-01|87.23|C|threshold=80.0

[2026-04-03 15:52:19] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|87.23|C|2026-04-03T20:52:19Z TX=OK DATA

[2026-04-03 15:52:20] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|44.96|%|2026-04-03T20:52:20Z    TX=OK DATA

[2026-04-03 15:52:20] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|49.05|C|2026-04-03T20:52:20Z TX=OK DATA

[2026-04-03 15:52:20] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|CRITICAL|state|2026-04-03T20:52:20Z TX=OK DATA

[2026-04-03 15:52:21] IP=127.0.0.1          PORT=36676  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-01|92.42|C|threshold=80.0

[2026-04-03 15:52:21] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|92.42|C|2026-04-03T20:52:21Z TX=OK DATA

[2026-04-03 15:52:21] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|604.93|W|2026-04-03T20:52:21Z     TX=OK DATA

[2026-04-03 15:52:21] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.18|Hz|2026-04-03T20:52:21Z   TX=OK DATA

[2026-04-03 15:52:22] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|49.74|C|2026-04-03T20:52:22Z TX=OK DATA

[2026-04-03 15:52:22] IP=127.0.0.1          PORT=36682  RX=HEARTBEAT|sensor-02|2026-04-03T20:52:22Z                TX=OK HEARTBEAT

[2026-04-03 15:52:23] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.74|Hz|2026-04-03T20:52:23Z   TX=OK DATA

[2026-04-03 15:52:23] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|23.05|C|2026-04-03T20:52:23Z TX=OK DATA

[2026-04-03 15:52:23] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|37.67|%|2026-04-03T20:52:23Z    TX=OK DATA

[2026-04-03 15:52:23] IP=127.0.0.1          PORT=36682  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-02|105.86|C|threshold=80.0

[2026-04-03 15:52:23] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|105.86|C|2026-04-03T20:52:23Z TX=OK DATA

[2026-04-03 15:52:24] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|305.45|W|2026-04-03T20:52:24Z     TX=OK DATA

[2026-04-03 15:52:24] IP=127.0.0.1          PORT=36680  RX=HEARTBEAT|sensor-04|2026-04-03T20:52:24Z                TX=OK HEARTBEAT

[2026-04-03 15:52:25] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.09|Hz|2026-04-03T20:52:25Z   TX=OK DATA

[2026-04-03 15:52:25] IP=127.0.0.1          PORT=36668  RX=HEARTBEAT|sensor-03|2026-04-03T20:52:25Z                TX=OK HEARTBEAT

[2026-04-03 15:52:25] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|WARNING|state|2026-04-03T20:52:25Z TX=OK DATA

[2026-04-03 15:52:25] IP=127.0.0.1          PORT=36682  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-02|96.58|C|threshold=80.0

[2026-04-03 15:52:25] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|96.58|C|2026-04-03T20:52:25Z TX=OK DATA

[2026-04-03 15:52:26] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|24.21|C|2026-04-03T20:52:26Z TX=OK DATA

[2026-04-03 15:52:26] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.35|Hz|2026-04-03T20:52:26Z   TX=OK DATA

[2026-04-03 15:52:27] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|48.72|C|2026-04-03T20:52:27Z TX=OK DATA

[2026-04-03 15:52:27] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|59.38|%|2026-04-03T20:52:27Z    TX=OK DATA

[2026-04-03 15:52:28] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|516.47|W|2026-04-03T20:52:28Z     TX=OK DATA

[2026-04-03 15:52:29] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|23.54|C|2026-04-03T20:52:29Z TX=OK DATA

[2026-04-03 15:52:29] IP=127.0.0.1          PORT=36676  RX=HEARTBEAT|sensor-01|2026-04-03T20:52:29Z                TX=OK HEARTBEAT

[2026-04-03 15:52:29] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.65|Hz|2026-04-03T20:52:29Z   TX=OK DATA

[2026-04-03 15:52:29] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|OK|state|2026-04-03T20:52:29Z TX=OK DATA

[2026-04-03 15:52:29] IP=127.0.0.1          PORT=36696  RX=HEARTBEAT|sensor-06|2026-04-03T20:52:29Z                TX=OK HEARTBEAT

[2026-04-03 15:52:29] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|53.99|C|2026-04-03T20:52:29Z TX=OK DATA

[2026-04-03 15:52:30] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|45.09|C|2026-04-03T20:52:30Z TX=OK DATA

[2026-04-03 15:52:30] IP=127.0.0.1          PORT=36682  RX=HEARTBEAT|sensor-02|2026-04-03T20:52:30Z                TX=OK HEARTBEAT

[2026-04-03 15:52:30] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|264.45|W|2026-04-03T20:52:30Z     TX=OK DATA

[2026-04-03 15:52:31] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|24.48|C|2026-04-03T20:52:31Z TX=OK DATA

[2026-04-03 15:52:31] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.8|Hz|2026-04-03T20:52:31Z    TX=OK DATA

[2026-04-03 15:52:31] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|59.63|C|2026-04-03T20:52:31Z TX=OK DATA

[2026-04-03 15:52:31] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|52.69|%|2026-04-03T20:52:31Z    TX=OK DATA

[2026-04-03 15:52:32] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.24|Hz|2026-04-03T20:52:32Z   TX=OK DATA

[2026-04-03 15:52:32] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|WARNING|state|2026-04-03T20:52:32Z TX=OK DATA

[2026-04-03 15:52:32] IP=127.0.0.1          PORT=36682  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-02|92.56|C|threshold=80.0

[2026-04-03 15:52:32] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|92.56|C|2026-04-03T20:52:32Z TX=OK DATA

[2026-04-03 15:52:33] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|20.79|C|2026-04-03T20:52:33Z TX=OK DATA

[2026-04-03 15:52:34] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|66.18|C|2026-04-03T20:52:34Z TX=OK DATA

[2026-04-03 15:52:34] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.1|Hz|2026-04-03T20:52:34Z    TX=OK DATA

[2026-04-03 15:52:34] IP=127.0.0.1          PORT=36668  RX=HEARTBEAT|sensor-03|2026-04-03T20:52:34Z                TX=OK HEARTBEAT

[2026-04-03 15:52:34] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|589.27|W|2026-04-03T20:52:34Z     TX=OK DATA

[2026-04-03 15:52:35] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|55.87|%|2026-04-03T20:52:35Z    TX=OK DATA

[2026-04-03 15:52:35] IP=127.0.0.1          PORT=36688  RX=HEARTBEAT|sensor-05|2026-04-03T20:52:35Z                TX=OK HEARTBEAT

[2026-04-03 15:52:35] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|24.6|C|2026-04-03T20:52:35Z  TX=OK DATA

[2026-04-03 15:52:36] IP=127.0.0.1          PORT=36682  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-02|103.48|C|threshold=80.0

[2026-04-03 15:52:36] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|103.48|C|2026-04-03T20:52:36Z TX=OK DATA

[2026-04-03 15:52:37] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.54|Hz|2026-04-03T20:52:37Z   TX=OK DATA

[2026-04-03 15:52:37] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|WARNING|state|2026-04-03T20:52:37Z TX=OK DATA

[2026-04-03 15:52:37] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|420.82|W|2026-04-03T20:52:37Z     TX=OK DATA

[2026-04-03 15:52:37] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|22.28|C|2026-04-03T20:52:37Z TX=OK DATA

[2026-04-03 15:52:38] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|4.13|Hz|2026-04-03T20:52:38Z   TX=OK DATA

[2026-04-03 15:52:38] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|64.91|C|2026-04-03T20:52:38Z TX=OK DATA

[2026-04-03 15:52:38] IP=127.0.0.1          PORT=36682  RX=HEARTBEAT|sensor-02|2026-04-03T20:52:38Z                TX=OK HEARTBEAT

[2026-04-03 15:52:39] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|51.03|%|2026-04-03T20:52:39Z    TX=OK DATA

[2026-04-03 15:52:39] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.66|Hz|2026-04-03T20:52:39Z   TX=OK DATA

[2026-04-03 15:52:40] IP=127.0.0.1          PORT=36680  RX=-                                                       TX=ALERT|HIGH_ENERGY|sensor-04|933.33|W|threshold=800.0

[2026-04-03 15:52:40] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|933.33|W|2026-04-03T20:52:40Z     TX=OK DATA

[2026-04-03 15:52:40] IP=127.0.0.1          PORT=36680  RX=HEARTBEAT|sensor-04|2026-04-03T20:52:40Z                TX=OK HEARTBEAT

[2026-04-03 15:52:40] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|26.15|C|2026-04-03T20:52:40Z TX=OK DATA

[2026-04-03 15:52:40] IP=127.0.0.1          PORT=36676  RX=HEARTBEAT|sensor-01|2026-04-03T20:52:40Z                TX=OK HEARTBEAT

[2026-04-03 15:52:40] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|51.77|C|2026-04-03T20:52:40Z TX=OK DATA

[2026-04-03 15:52:41] IP=127.0.0.1          PORT=36668  RX=-                                                       TX=ALERT|HIGH_VIBRATION|sensor-03|9.64|Hz|threshold=7.5

[2026-04-03 15:52:41] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|9.64|Hz|2026-04-03T20:52:41Z   TX=OK DATA

[2026-04-03 15:52:42] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.9|Hz|2026-04-03T20:52:42Z    TX=OK DATA

[2026-04-03 15:52:42] IP=127.0.0.1          PORT=36668  RX=HEARTBEAT|sensor-03|2026-04-03T20:52:42Z                TX=OK HEARTBEAT

[2026-04-03 15:52:42] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|OK|state|2026-04-03T20:52:42Z TX=OK DATA

[2026-04-03 15:52:42] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|58.57|C|2026-04-03T20:52:42Z TX=OK DATA

[2026-04-03 15:52:42] IP=127.0.0.1          PORT=36680  RX=-                                                       TX=ALERT|HIGH_ENERGY|sensor-04|1101.58|W|threshold=800.0

[2026-04-03 15:52:42] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|1101.58|W|2026-04-03T20:52:42Z    TX=OK DATA

[2026-04-03 15:52:42] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|25.97|C|2026-04-03T20:52:42Z TX=OK DATA

[2026-04-03 15:52:43] IP=127.0.0.1          PORT=36682  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-02|106.60|C|threshold=80.0

[2026-04-03 15:52:43] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|106.6|C|2026-04-03T20:52:43Z TX=OK DATA

[2026-04-03 15:52:43] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|40.94|%|2026-04-03T20:52:43Z    TX=OK DATA

[2026-04-03 15:52:43] IP=127.0.0.1          PORT=36668  RX=-                                                       TX=ALERT|HIGH_VIBRATION|sensor-03|11.07|Hz|threshold=7.5

[2026-04-03 15:52:43] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|11.07|Hz|2026-04-03T20:52:43Z  TX=OK DATA

[2026-04-03 15:52:45] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|65.06|C|2026-04-03T20:52:45Z TX=OK DATA

[2026-04-03 15:52:45] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|23.92|C|2026-04-03T20:52:45Z TX=OK DATA

[2026-04-03 15:52:45] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|4.2|Hz|2026-04-03T20:52:45Z    TX=OK DATA

[2026-04-03 15:52:47] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|WARNING|state|2026-04-03T20:52:47Z TX=OK DATA

[2026-04-03 15:52:47] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|428.28|W|2026-04-03T20:52:47Z     TX=OK DATA

[2026-04-03 15:52:47] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|63.9|C|2026-04-03T20:52:47Z  TX=OK DATA

[2026-04-03 15:52:47] IP=127.0.0.1          PORT=36682  RX=HEARTBEAT|sensor-02|2026-04-03T20:52:47Z                TX=OK HEARTBEAT

[2026-04-03 15:52:47] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.21|Hz|2026-04-03T20:52:47Z   TX=OK DATA

[2026-04-03 15:52:48] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|40.35|%|2026-04-03T20:52:48Z    TX=OK DATA

[2026-04-03 15:52:49] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|22.11|C|2026-04-03T20:52:49Z TX=OK DATA

[2026-04-03 15:52:49] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.43|Hz|2026-04-03T20:52:49Z   TX=OK DATA

[2026-04-03 15:52:50] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|60.01|C|2026-04-03T20:52:50Z TX=OK DATA

[2026-04-03 15:52:51] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|20.82|C|2026-04-03T20:52:51Z TX=OK DATA

[2026-04-03 15:52:51] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|557.54|W|2026-04-03T20:52:51Z     TX=OK DATA

[2026-04-03 15:52:51] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|WARNING|state|2026-04-03T20:52:51Z TX=OK DATA

[2026-04-03 15:52:51] IP=127.0.0.1          PORT=36696  RX=HEARTBEAT|sensor-06|2026-04-03T20:52:51Z                TX=OK HEARTBEAT

[2026-04-03 15:52:51] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|49.36|%|2026-04-03T20:52:51Z    TX=OK DATA

[2026-04-03 15:52:52] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|0.33|Hz|2026-04-03T20:52:52Z   TX=OK DATA

[2026-04-03 15:52:52] IP=127.0.0.1          PORT=36668  RX=HEARTBEAT|sensor-03|2026-04-03T20:52:52Z                TX=OK HEARTBEAT

